,Enhancer_region,Gene
5551,chr13-83884683-83885582,Khdrbs1
5552,chr13-83884683-83885582,Ptp4a2
5553,chr13-83884683-83885582,E330017L17Rik
5554,chr13-83884683-83885582,Spocd1
5555,chr13-83884683-83885582,1700003M07Rik
5556,chr13-83884683-83885582,Adgrb2
5557,chr13-83884683-83885582,Gm12963
5558,chr13-83884683-83885582,Col16a1
5559,chr13-83884683-83885582,Pef1
5560,chr13-83884683-83885582,Hcrtr1
5561,chr13-83884683-83885582,Tinagl1
5562,chr13-83884683-83885582,Serinc2
5563,chr13-83884683-83885582,Gm10570
5564,chr13-83884683-83885582,Fabp3
5565,chr13-83884683-83885582,Zcchc17
5566,chr13-83884683-83885582,Snrnp40
5567,chr13-83884683-83885582,Nkain1
5568,chr13-83884683-83885582,Pum1
5569,chr13-83884683-83885582,Gm12971
5570,chr13-83884683-83885582,Gm12972
5571,chr13-83884683-83885582,Sdc3
5572,chr13-83884683-83885582,Gm26716
5573,chr13-83884683-83885582,Laptm5
5574,chr13-83884683-83885582,Gm12973
5575,chr13-83884683-83885582,Gm12962
5576,chr13-83884683-83885582,Gm16080
5577,chr13-83884683-83885582,Ptpru
5578,chr13-83884683-83885582,Mecr
5579,chr13-83884683-83885582,Srsf4
5580,chr13-83884683-83885582,Gm12992
5581,chr13-83884683-83885582,Epb41
5582,chr13-83884683-83885582,Gm13063
5583,chr13-83884683-83885582,Oprd1
5584,chr13-83884683-83885582,Ythdf2
5585,chr13-83884683-83885582,Gmeb1
5586,chr13-83884683-83885582,Gm28874
5587,chr13-83884683-83885582,Taf12
5588,chr13-83884683-83885582,Rab42
5589,chr13-83884683-83885582,Snhg12
5590,chr13-83884683-83885582,Trnau1ap
5591,chr13-83884683-83885582,Rcc1
5592,chr13-83884683-83885582,Snhg3
5593,chr13-83884683-83885582,Gm17300
5594,chr13-83884683-83885582,Phactr4
5595,chr13-83884683-83885582,Med18
5596,chr13-83884683-83885582,Sesn2
5597,chr13-83884683-83885582,Atpif1
5598,chr13-83884683-83885582,Gm12999
5599,chr13-83884683-83885582,Dnajc8
5600,chr13-83884683-83885582,Ptafr
5601,chr13-83884683-83885582,Eya3
5602,chr13-83884683-83885582,Xkr8
5603,chr13-83884683-83885582,Smpdl3b
5604,chr13-83884683-83885582,Rpa2
5605,chr13-83884683-83885582,Themis2
5606,chr13-83884683-83885582,Ppp1r8
5607,chr13-83884683-83885582,Stx12
5608,chr13-83884683-83885582,Fam76a
5609,chr13-83884683-83885582,Fgr
5610,chr13-83884683-83885582,Ahdc1
5611,chr13-83884683-83885582,Wasf2
5612,chr13-83884683-83885582,Gpr3
5613,chr13-83884683-83885582,Cd164l2
5614,chr13-83884683-83885582,Map3k6
5615,chr13-83884683-83885582,Sytl1
5616,chr13-83884683-83885582,Tmem222
5617,chr13-83884683-83885582,Wdtc1
5618,chr13-83884683-83885582,Slc9a1
5619,chr13-83884683-83885582,Tent5b
5620,chr13-83884683-83885582,Trnp1
5621,chr13-83884683-83885582,Kdf1
5622,chr13-83884683-83885582,Nudc
5623,chr13-83884683-83885582,Gpatch3
5624,chr13-83884683-83885582,Gpn2
5625,chr13-83884683-83885582,Sfn
5626,chr13-83884683-83885582,Zdhhc18
5627,chr13-83884683-83885582,Pigv
5628,chr13-83884683-83885582,Arid1a
5629,chr13-83884683-83885582,Gm12974
5630,chr13-83884683-83885582,Rps6ka1
5631,chr13-83884683-83885582,Gm12977
5632,chr13-83884683-83885582,Hmgn2
5633,chr13-83884683-83885582,Dhdds
5634,chr13-83884683-83885582,Lin28a
5635,chr13-83884683-83885582,Crybg2
5636,chr13-83884683-83885582,Cd52
5637,chr13-83884683-83885582,Ubxn11
5638,chr13-83884683-83885582,Sh3bgrl3
5639,chr13-83884683-83885582,Cep85
5640,chr13-83884683-83885582,Catsper4
5641,chr13-83884683-83885582,Cnksr1
5642,chr13-83884683-83885582,Zfp593
5643,chr13-83884683-83885582,E130218I03Rik
5644,chr13-83884683-83885582,Gm30191
5645,chr13-83884683-83885582,Grrp1
5646,chr13-83884683-83885582,Pdik1l
5647,chr13-83884683-83885582,Trim63
5648,chr13-83884683-83885582,Extl1
5649,chr13-83884683-83885582,Pafah2
5650,chr13-83884683-83885582,1700021N21Rik
5651,chr13-83884683-83885582,Stmn1
5652,chr13-83884683-83885582,Paqr7
5653,chr13-83884683-83885582,Aunip
5654,chr13-83884683-83885582,Mtfr1l
5655,chr13-83884683-83885582,Selenon
5656,chr13-83884683-83885582,Man1c1
5657,chr13-83884683-83885582,Ldlrap1
5658,chr13-83884683-83885582,Maco1
5659,chr13-83884683-83885582,Rhd
5660,chr13-83884683-83885582,Tmem50a
5661,chr13-83884683-83885582,Rsrp1
5662,chr13-83884683-83885582,Syf2
5663,chr13-83884683-83885582,Runx3
5664,chr13-83884683-83885582,Clic4
5665,chr13-83884683-83885582,Srrm1
5666,chr13-83884683-83885582,Ncmap
5667,chr13-83884683-83885582,Rcan3
5668,chr13-83884683-83885582,Gm15979
5669,chr13-83884683-83885582,Nipal3
5670,chr13-83884683-83885582,Stpg1
5671,chr13-83884683-83885582,Grhl3
5672,chr13-83884683-83885582,Ifnlr1
5673,chr13-83884683-83885582,Il22ra1
5674,chr13-83884683-83885582,Myom3
5675,chr13-83884683-83885582,Srsf10
5676,chr13-83884683-83885582,Pnrc2
5677,chr13-83884683-83885582,Cnr2
5678,chr13-83884683-83885582,Fuca1
5679,chr13-83884683-83885582,Hmgcl
5680,chr13-83884683-83885582,Gale
5681,chr13-83884683-83885582,Lypla2
5682,chr13-83884683-83885582,Pithd1
5683,chr13-83884683-83885582,Eloa
5684,chr13-83884683-83885582,Gm13008
5685,chr13-83884683-83885582,Gm24362
5686,chr13-83884683-83885582,Rpl11
5687,chr13-83884683-83885582,Id3
5688,chr13-83884683-83885582,E2f2
5689,chr13-83884683-83885582,Asap3
5690,chr13-83884683-83885582,Tcea3
5691,chr13-83884683-83885582,Zfp46
5692,chr13-83884683-83885582,Hnrnpr
5693,chr13-83884683-83885582,Gm27022
5694,chr13-83884683-83885582,Htr1d
5695,chr13-83884683-83885582,6030445D17Rik
5696,chr13-83884683-83885582,Luzp1
5697,chr13-83884683-83885582,Kdm1a
5698,chr13-83884683-83885582,Tex46
5699,chr13-83884683-83885582,Lactbl1
5700,chr13-83884683-83885582,Ephb2
5701,chr13-83884683-83885582,C1qb
5702,chr13-83884683-83885582,C1qc
5703,chr13-83884683-83885582,C1qa
5704,chr13-83884683-83885582,Epha8
5705,chr13-83884683-83885582,Zbtb40
5706,chr13-83884683-83885582,1700037C06Rik
5707,chr13-83884683-83885582,Wnt4
5708,chr13-83884683-83885582,Cdc42
5709,chr13-83884683-83885582,2810405F17Rik
5710,chr13-83884683-83885582,Cela3a
5711,chr13-83884683-83885582,Hspg2
5712,chr13-83884683-83885582,Ldlrad2
5713,chr13-83884683-83885582,Usp48
5714,chr13-83884683-83885582,Rap1gap
5715,chr13-83884683-83885582,Rap1gapos
5716,chr13-83884683-83885582,Alpl
5717,chr13-83884683-83885582,Ece1
5718,chr13-83884683-83885582,Gm13012
5719,chr13-83884683-83885582,Eif4g3
5720,chr13-83884683-83885582,1700095J12Rik
5721,chr13-83884683-83885582,2310026L22Rik
5722,chr13-83884683-83885582,Hp1bp3
5723,chr13-83884683-83885582,Sh2d5
5724,chr13-83884683-83885582,Kif17
5725,chr13-83884683-83885582,Ddost
5726,chr13-83884683-83885582,Pink1
5727,chr13-83884683-83885582,Cda
5728,chr13-83884683-83885582,Fam43b
5729,chr13-83884683-83885582,AB041806
5730,chr13-83884683-83885582,Mul1
5731,chr13-83884683-83885582,Camk2n1
5732,chr13-83884683-83885582,Vwa5b1
5733,chr13-83884683-83885582,Ubxn10
5734,chr13-83884683-83885582,Pla2g2c
5735,chr13-83884683-83885582,Pla2g2f
5736,chr13-83884683-83885582,Pla2g2d
5737,chr13-83884683-83885582,Pla2g5
5738,chr13-83884683-83885582,Otud3
5739,chr13-83884683-83885582,Tmco4
5740,chr13-83884683-83885582,Htr6
5741,chr13-83884683-83885582,Gm45533
5742,chr13-83884683-83885582,Nbl1
5743,chr13-83884683-83885582,Micos10
5744,chr13-83884683-83885582,Gm16287
5745,chr13-83884683-83885582,Capzb
5746,chr13-83884683-83885582,Pqlc2
5747,chr13-83884683-83885582,Akr7a5
5748,chr13-83884683-83885582,Mrto4
5749,chr13-83884683-83885582,Emc1
5750,chr13-83884683-83885582,Ubr4
5751,chr13-83884683-83885582,Iffo2
5752,chr13-83884683-83885582,Aldh4a1
5753,chr13-83884683-83885582,Tas1r2
5754,chr13-83884683-83885582,Pax7
5755,chr13-83884683-83885582,Gm1667
5756,chr13-83884683-83885582,Gm13028
5757,chr13-83884683-83885582,4933427I22Rik
5758,chr13-83884683-83885582,Klhdc7a
5759,chr13-83884683-83885582,Igsf21
5760,chr13-83884683-83885582,Gm13027
5761,chr13-83884683-83885582,Gm13029
5762,chr13-83884683-83885582,Gm13016
5763,chr13-83884683-83885582,Gm13026
5764,chr13-83884683-83885582,Arhgef10l
5765,chr13-83884683-83885582,Gm13025
5766,chr13-83884683-83885582,Rcc2
5767,chr13-83884683-83885582,Padi6
5768,chr13-83884683-83885582,Padi4
5769,chr13-83884683-83885582,Padi3
5770,chr13-83884683-83885582,4930515B02Rik
5771,chr13-83884683-83885582,Padi2
5772,chr13-83884683-83885582,Gm13031
5773,chr13-83884683-83885582,Sdhb
5774,chr13-83884683-83885582,Atp13a2
5775,chr13-83884683-83885582,Mfap2
5776,chr13-83884683-83885582,Crocc
5777,chr13-83884683-83885582,Necap2
5778,chr13-83884683-83885582,Spata21
5779,chr13-83884683-83885582,Szrd1
5780,chr13-83884683-83885582,4921514A10Rik
5781,chr13-83884683-83885582,Fbxo42
5782,chr13-83884683-83885582,Cplane2
5783,chr13-83884683-83885582,Arhgef19
5784,chr13-83884683-83885582,Gm13056
5785,chr13-83884683-83885582,Epha2
5786,chr13-83884683-83885582,Fam131c
5787,chr13-83884683-83885582,Clcnka
5788,chr13-83884683-83885582,Gm13075
5789,chr13-83884683-83885582,Hspb7
5790,chr13-83884683-83885582,Srarp
5791,chr13-83884683-83885582,Zbtb17
5792,chr13-83884683-83885582,Spen
5793,chr13-83884683-83885582,Fblim1
5794,chr13-83884683-83885582,Tmem82
5795,chr13-83884683-83885582,Slc25a34
5796,chr13-83884683-83885582,Plekhm2
5797,chr13-83884683-83885582,Ddi2
5798,chr13-83884683-83885582,Agmat
5799,chr13-83884683-83885582,Dnajc16
5800,chr13-83884683-83885582,Casp9
5801,chr13-83884683-83885582,Ctrc
5802,chr13-83884683-83885582,Efhd2
5803,chr13-83884683-83885582,Gm29367
5804,chr13-83884683-83885582,Fhad1os2
5805,chr13-83884683-83885582,Fhad1
5806,chr13-83884683-83885582,Fhad1os1
5807,chr13-83884683-83885582,4930455G09Rik
5808,chr13-83884683-83885582,Tmem51
5809,chr13-83884683-83885582,Tmem51os1
5810,chr13-83884683-83885582,Kazn
5811,chr13-83884683-83885582,Gm13062
5812,chr13-83884683-83885582,Gm13052
5813,chr13-83884683-83885582,6330411D24Rik
5814,chr13-83884683-83885582,Prdm2
5815,chr13-83884683-83885582,Pdpn
5816,chr13-83884683-83885582,Lrrc38
5817,chr13-83884683-83885582,Pramef8
5818,chr13-83884683-83885582,Pramef12
5819,chr13-83884683-83885582,1700012P22Rik
5820,chr13-83884683-83885582,Dhrs3
5821,chr13-83884683-83885582,Vps13d
5822,chr13-83884683-83885582,Tnfrsf1b
5823,chr13-83884683-83885582,Tnfrsf8
5824,chr13-83884683-83885582,Platr16
5825,chr13-83884683-83885582,Zfp990
5826,chr13-83884683-83885582,Gm13212
5827,chr13-83884683-83885582,Zfp980
5828,chr13-83884683-83885582,Zfp986
5829,chr13-83884683-83885582,Zfp987
5830,chr13-83884683-83885582,Zfp600
5831,chr13-83884683-83885582,Gm13166
5832,chr13-83884683-83885582,Zfp992
5833,chr13-83884683-83885582,Zfp981
5834,chr13-83884683-83885582,1700095A21Rik
5835,chr13-83884683-83885582,Zfp993
5836,chr13-83884683-83885582,Zfp989
5837,chr13-83884683-83885582,Rex2
5838,chr13-83884683-83885582,Zfp991
5839,chr13-83884683-83885582,Zfp988
5840,chr13-83884683-83885582,Zfp978
5841,chr13-83884683-83885582,Zfp982
5842,chr13-83884683-83885582,Zfp985
5843,chr13-83884683-83885582,Zfp979
5844,chr13-83884683-83885582,Zfp984
5845,chr13-83884683-83885582,Gm20707
5846,chr13-83884683-83885582,Zfp933
5847,chr13-83884683-83885582,Miip
5848,chr13-83884683-83885582,Fv1
5849,chr13-83884683-83885582,Mfn2
5850,chr13-83884683-83885582,Plod1
5851,chr13-83884683-83885582,2510039O18Rik
5852,chr13-83884683-83885582,Nppb
5853,chr13-83884683-83885582,Nppa
5854,chr13-83884683-83885582,Gm13054
5855,chr13-83884683-83885582,Clcn6
5856,chr13-83884683-83885582,Mthfr
5857,chr13-83884683-83885582,Gm13201
5858,chr13-83884683-83885582,Agtrap
5859,chr13-83884683-83885582,Draxin
5860,chr13-83884683-83885582,Mad2l2
5861,chr13-83884683-83885582,Fbxo6
5862,chr13-83884683-83885582,Fbxo44
5863,chr13-83884683-83885582,Fbxo2
5864,chr13-83884683-83885582,Disp3
5865,chr13-83884683-83885582,Gm13206
5866,chr13-83884683-83885582,Ubiad1
5867,chr13-83884683-83885582,Mtor
5868,chr13-83884683-83885582,Angptl7
5869,chr13-83884683-83885582,Exosc10
5870,chr13-83884683-83885582,Srm
5871,chr13-83884683-83885582,Masp2
5872,chr13-83884683-83885582,Tardbp
5873,chr13-83884683-83885582,Gm572
5874,chr13-83884683-83885582,Casz1
5875,chr13-83884683-83885582,Gm13205
5876,chr13-83884683-83885582,Gm17029
5877,chr13-83884683-83885582,Pex14
5878,chr13-83884683-83885582,Dffa
5879,chr13-83884683-83885582,Cort
5880,chr13-83884683-83885582,Cenps
5881,chr13-83884683-83885582,Pgd
5882,chr13-83884683-83885582,Kif1b
5883,chr13-83884683-83885582,Ube4b
5884,chr13-83884683-83885582,Ube4bos3
5885,chr13-83884683-83885582,Ube4bos1
5886,chr13-83884683-83885582,Rbp7
5887,chr13-83884683-83885582,Nmnat1
5888,chr13-83884683-83885582,Tmem274
5889,chr13-83884683-83885582,Lzic
5890,chr13-83884683-83885582,Ctnnbip1
5891,chr13-83884683-83885582,Gm13066
5892,chr13-83884683-83885582,Clstn1
5893,chr13-83884683-83885582,Pik3cd
5894,chr13-83884683-83885582,Tmem201
5895,chr13-83884683-83885582,Slc25a33
5896,chr13-83884683-83885582,Spsb1
5897,chr13-83884683-83885582,H6pd
5898,chr13-83884683-83885582,Gm13067
5899,chr13-83884683-83885582,Gpr157
5900,chr13-83884683-83885582,Gm13093
5901,chr13-83884683-83885582,Slc2a5
5902,chr13-83884683-83885582,Slc2a7
5903,chr13-83884683-83885582,Car6
5904,chr13-83884683-83885582,Eno1
5905,chr13-83884683-83885582,Rere
5906,chr13-83884683-83885582,Gm13091
5907,chr13-83884683-83885582,Slc45a1
5908,chr13-83884683-83885582,1700045H11Rik
5909,chr13-83884683-83885582,Errfi1
5910,chr13-83884683-83885582,Park7
5911,chr13-83884683-83885582,Tnfrsf9
5912,chr13-83884683-83885582,Camta1
5913,chr13-83884683-83885582,Uts2
5914,chr13-83884683-83885582,Per3
5915,chr13-83884683-83885582,Vamp3
5916,chr13-83884683-83885582,Gm13090
5917,chr13-83884683-83885582,4930589P08Rik
5918,chr13-83884683-83885582,Dnajc11
5919,chr13-83884683-83885582,Thap3
5920,chr13-83884683-83885582,Phf13
5921,chr13-83884683-83885582,Klhl21
5922,chr13-83884683-83885582,Zbtb48
5923,chr13-83884683-83885582,Tas1r1
5924,chr13-83884683-83885582,Nol9
5925,chr13-83884683-83885582,Plekhg5
5926,chr13-83884683-83885582,Tnfrsf25
5927,chr13-83884683-83885582,Espn
5928,chr13-83884683-83885582,Acot7
5929,chr13-83884683-83885582,Gpr153
5930,chr13-83884683-83885582,Icmt
5931,chr13-83884683-83885582,Rnf207
5932,chr13-83884683-83885582,Rpl22
5933,chr13-83884683-83885582,Chd5
5934,chr13-83884683-83885582,Gm13645
5935,chr13-83884683-83885582,Kcnab2
5936,chr13-83884683-83885582,Gm16333
5937,chr13-83884683-83885582,Nphp4
5938,chr13-83884683-83885582,Ajap1
5939,chr13-83884683-83885582,BC039966
5940,chr13-83884683-83885582,A430005L14Rik
5941,chr13-83884683-83885582,Dffb
5942,chr13-83884683-83885582,Cep104
5943,chr13-83884683-83885582,Lrrc47
5944,chr13-83884683-83885582,Smim1
5945,chr13-83884683-83885582,Ccdc27
5946,chr13-83884683-83885582,Trp73
5947,chr13-83884683-83885582,Trp73os
5948,chr13-83884683-83885582,Wrap73
5949,chr13-83884683-83885582,Tprgl
5950,chr13-83884683-83885582,Megf6
5951,chr13-83884683-83885582,Arhgef16
5952,chr13-83884683-83885582,Prdm16
5953,chr13-83884683-83885582,B230104I21Rik
5954,chr13-83884683-83885582,Gm13133
5955,chr13-83884683-83885582,Gm13134
5956,chr13-83884683-83885582,Prdm16os
5957,chr13-83884683-83885582,Gm27202
5958,chr13-83884683-83885582,Gm13110
5959,chr13-83884683-83885582,Ttc34
5960,chr13-83884683-83885582,Gm13112
5961,chr13-83884683-83885582,Mmel1
5962,chr13-83884683-83885582,Prxl2b
5963,chr13-83884683-83885582,Tnfrsf14
5964,chr13-83884683-83885582,Hes5
5965,chr13-83884683-83885582,Pank4
5966,chr13-83884683-83885582,Plch2
5967,chr13-83884683-83885582,Pex10
5968,chr13-83884683-83885582,Rer1
5969,chr13-83884683-83885582,Morn1
5970,chr13-83884683-83885582,Ski
5971,chr13-83884683-83885582,Faap20
5972,chr13-83884683-83885582,Prkcz
5973,chr13-83884683-83885582,Gm27200
5974,chr13-83884683-83885582,Gabrd
5975,chr13-83884683-83885582,5830444B04Rik
5976,chr13-83884683-83885582,Cfap74
5977,chr13-83884683-83885582,Gnb1
5978,chr13-83884683-83885582,Nadk
5979,chr13-83884683-83885582,Slc35e2
5980,chr13-83884683-83885582,Gm16023
5981,chr13-83884683-83885582,Gm10563
5982,chr13-83884683-83885582,Cdk11b
5983,chr13-83884683-83885582,Mmp23
5984,chr13-83884683-83885582,Mib2
5985,chr13-83884683-83885582,Fndc10
5986,chr13-83884683-83885582,Ssu72
5987,chr13-83884683-83885582,1500002C15Rik
5988,chr13-83884683-83885582,Tmem240
5989,chr13-83884683-83885582,Atad3a
5990,chr13-83884683-83885582,Atad3aos
5991,chr13-83884683-83885582,Vwa1
5992,chr13-83884683-83885582,Tmem88b
5993,chr13-83884683-83885582,Ankrd65
5994,chr13-83884683-83885582,Mrpl20
5995,chr13-83884683-83885582,Ccnl2
5996,chr13-83884683-83885582,Aurkaip1
5997,chr13-83884683-83885582,Mxra8
5998,chr13-83884683-83885582,Dvl1
5999,chr13-83884683-83885582,Tas1r3
6000,chr13-83884683-83885582,Cptp
6001,chr13-83884683-83885582,Ints11
6002,chr13-83884683-83885582,Pusl1
6003,chr13-83884683-83885582,Acap3
6004,chr13-83884683-83885582,Ube2j2
6005,chr13-83884683-83885582,C1qtnf12
6006,chr13-83884683-83885582,B3galt6
6007,chr13-83884683-83885582,Sdf4
6008,chr13-83884683-83885582,Tnfrsf4
6009,chr13-83884683-83885582,Gm16008
6010,chr13-83884683-83885582,Tnfrsf18
6011,chr13-83884683-83885582,9430015G10Rik
6012,chr13-83884683-83885582,Rnf223
6013,chr13-83884683-83885582,Agrn
6014,chr13-83884683-83885582,Isg15
6015,chr13-83884683-83885582,AW011738
6016,chr13-83884683-83885582,Perm1
6017,chr13-83884683-83885582,Plekhn1
6018,chr13-83884683-83885582,Noc2l
6019,chr13-83884683-83885582,Samd11
6020,chr13-83884683-83885582,Gm47252
6021,chr13-83884683-83885582,Gm36548
6022,chr13-83884683-83885582,Cdk6
6023,chr13-83884683-83885582,Gm17590
6024,chr13-83884683-83885582,Gm42435
6025,chr13-83884683-83885582,Fam133b
6026,chr13-83884683-83885582,Gm43017
6027,chr13-83884683-83885582,1700109H08Rik
6028,chr13-83884683-83885582,Rbm48
6029,chr13-83884683-83885582,2510017J16Rik
6030,chr13-83884683-83885582,Pex1
6031,chr13-83884683-83885582,Gm43825
6032,chr13-83884683-83885582,4833413G10Rik
6033,chr13-83884683-83885582,Gatad1
6034,chr13-83884683-83885582,Tmbim7
6035,chr13-83884683-83885582,Ankib1
6036,chr13-83884683-83885582,Krit1
6037,chr13-83884683-83885582,Lrrd1
6038,chr13-83884683-83885582,Mterf1a
6039,chr13-83884683-83885582,Akap9
6040,chr13-83884683-83885582,Gm43031
6041,chr13-83884683-83885582,Cyp51
6042,chr13-83884683-83885582,Mterf1b
6043,chr13-83884683-83885582,Fzd1
6044,chr13-83884683-83885582,Gm42744
6045,chr13-83884683-83885582,Cdk14
6046,chr13-83884683-83885582,Gm43112
6047,chr13-83884683-83885582,Gm43113
6048,chr13-83884683-83885582,Gm43111
6049,chr13-83884683-83885582,Gm43623
6050,chr13-83884683-83885582,Gm43577
6051,chr13-83884683-83885582,Gm10484
6052,chr13-83884683-83885582,Gm43727
6053,chr13-83884683-83885582,Gm43728
6054,chr13-83884683-83885582,1700015F17Rik
6055,chr13-83884683-83885582,Cldn12
6056,chr13-83884683-83885582,Gtpbp10
6057,chr13-83884683-83885582,Gm8773
6058,chr13-83884683-83885582,Cfap69
6059,chr13-83884683-83885582,Steap2
6060,chr13-83884683-83885582,Steap1
6061,chr13-83884683-83885582,Zfp804b
6062,chr13-83884683-83885582,Tex47
6063,chr13-83884683-83885582,Gm30835
6064,chr13-83884683-83885582,Gm15731
6065,chr13-83884683-83885582,Sri
6066,chr13-83884683-83885582,Adam22
6067,chr13-83884683-83885582,Dbf4
6068,chr13-83884683-83885582,Slc25a40
6069,chr13-83884683-83885582,Rundc3b
6070,chr13-83884683-83885582,Abcb1a
6071,chr13-83884683-83885582,Gm5106
6072,chr13-83884683-83885582,Abcb1b
6073,chr13-83884683-83885582,Abcb4
6074,chr13-83884683-83885582,Crot
6075,chr13-83884683-83885582,Gm40264
6076,chr13-83884683-83885582,Tmem243
6077,chr13-83884683-83885582,Dmtf1
6078,chr13-83884683-83885582,Gm15734
6079,chr13-83884683-83885582,9330182L06Rik
6080,chr13-83884683-83885582,Grm3
6081,chr13-83884683-83885582,Gm10482
6082,chr13-83884683-83885582,Gm31831
6083,chr13-83884683-83885582,Gm8871
6084,chr13-83884683-83885582,Gm43492
6085,chr13-83884683-83885582,Gm43640
6086,chr13-83884683-83885582,Sema3d
6087,chr13-83884683-83885582,Sema3a
6088,chr13-83884683-83885582,Sema3e
6089,chr13-83884683-83885582,Gm4128
6090,chr13-83884683-83885582,Pclo
6091,chr13-83884683-83885582,Gm26918
6092,chr13-83884683-83885582,Gm26954
6093,chr13-83884683-83885582,Gm21847
6094,chr13-83884683-83885582,Gm30613
6095,chr13-83884683-83885582,Speer4cos
6096,chr13-83884683-83885582,Gm3510
6097,chr13-83884683-83885582,Cacna2d1
6098,chr13-83884683-83885582,Gm43000
6099,chr13-83884683-83885582,Hgf
6100,chr13-83884683-83885582,Gm28710
6101,chr13-83884683-83885582,Sema3c
6102,chr13-83884683-83885582,Cd36
6103,chr13-83884683-83885582,Gnat3
6104,chr13-83884683-83885582,Gnai1
6105,chr13-83884683-83885582,4921504A21Rik
6106,chr13-83884683-83885582,Magi2
6107,chr13-83884683-83885582,Gm29254
6108,chr13-83884683-83885582,Phtf2
6109,chr13-83884683-83885582,Tmem60
6110,chr13-83884683-83885582,Rsbn1l
6111,chr13-83884683-83885582,A630072M18Rik
6112,chr13-83884683-83885582,Ptpn12
6113,chr13-83884683-83885582,Gsap
6114,chr13-83884683-83885582,Ccdc146
6115,chr13-83884683-83885582,Fgl2
6116,chr13-83884683-83885582,Fam185a
6117,chr13-83884683-83885582,Fbxl13
6118,chr13-83884683-83885582,Lrrc17
6119,chr13-83884683-83885582,Armc10
6120,chr13-83884683-83885582,Napepld
6121,chr13-83884683-83885582,Pmpcb
6122,chr13-83884683-83885582,Dnajc2
6123,chr13-83884683-83885582,Psmc2
6124,chr13-83884683-83885582,Slc26a5
6125,chr13-83884683-83885582,Reln
6126,chr13-83884683-83885582,Gm10475
6127,chr13-83884683-83885582,Gm16110
6128,chr13-83884683-83885582,Gm43657
6129,chr13-83884683-83885582,Orc5
6130,chr13-83884683-83885582,6030443J06Rik
6131,chr13-83884683-83885582,A930003O13Rik
6132,chr13-83884683-83885582,Lhfpl3
6133,chr13-83884683-83885582,Gm42948
6134,chr13-83884683-83885582,Gm42951
6135,chr13-83884683-83885582,5031425E22Rik
6136,chr13-83884683-83885582,4930580E04Rik
6137,chr13-83884683-83885582,Kmt2e
6138,chr13-83884683-83885582,Srpk2
6139,chr13-83884683-83885582,Gm43566
6140,chr13-83884683-83885582,AI506816
6141,chr13-83884683-83885582,Pus7
6142,chr13-83884683-83885582,Rint1
6143,chr13-83884683-83885582,Tomm7
6144,chr13-83884683-83885582,2700038G22Rik
6145,chr13-83884683-83885582,Fam126a
6146,chr13-83884683-83885582,Klhl7
6147,chr13-83884683-83885582,Nupl2
6148,chr13-83884683-83885582,Kcnh2
6149,chr13-83884683-83885582,Nos3
6150,chr13-83884683-83885582,Gm15587
6151,chr13-83884683-83885582,Atg9b
6152,chr13-83884683-83885582,Abcb8
6153,chr13-83884683-83885582,Asic3
6154,chr13-83884683-83885582,Cdk5
6155,chr13-83884683-83885582,Slc4a2
6156,chr13-83884683-83885582,Fastk
6157,chr13-83884683-83885582,Tmub1
6158,chr13-83884683-83885582,2310074N15Rik
6159,chr13-83884683-83885582,Agap3
6160,chr13-83884683-83885582,Gbx1
6161,chr13-83884683-83885582,Asb10
6162,chr13-83884683-83885582,Iqca1l
6163,chr13-83884683-83885582,Abcf2
6164,chr13-83884683-83885582,Chpf2
6165,chr13-83884683-83885582,Smarcd3
6166,chr13-83884683-83885582,Nub1
6167,chr13-83884683-83885582,Gm26648
6168,chr13-83884683-83885582,Wdr86
6169,chr13-83884683-83885582,Crygn
6170,chr13-83884683-83885582,Rheb
6171,chr13-83884683-83885582,Prkag2
6172,chr13-83884683-83885582,Prkag2os2
6173,chr13-83884683-83885582,Prkag2os1
6174,chr13-83884683-83885582,1500035N22Rik
6175,chr13-83884683-83885582,2900005J15Rik
6176,chr13-83884683-83885582,Galnt11
6177,chr13-83884683-83885582,Kmt2c
6178,chr13-83884683-83885582,Cct8l1
6179,chr13-83884683-83885582,1700096K18Rik
6180,chr13-83884683-83885582,Gm10062
6181,chr13-83884683-83885582,Gm43972
6182,chr13-83884683-83885582,Xrcc2
6183,chr13-83884683-83885582,Actr3b
6184,chr13-83884683-83885582,Gm21680
6185,chr13-83884683-83885582,Gm21698
6186,chr13-83884683-83885582,4930584F24Rik
6187,chr13-83884683-83885582,Dpp6
6188,chr13-83884683-83885582,Speer4b
6189,chr13-83884683-83885582,Gm16058
6190,chr13-83884683-83885582,Paxip1
6191,chr13-83884683-83885582,Htr5a
6192,chr13-83884683-83885582,Gm26608
6193,chr13-83884683-83885582,Insig1
6194,chr13-83884683-83885582,En2
6195,chr13-83884683-83885582,Cnpy1
6196,chr13-83884683-83885582,Rbm33
6197,chr13-83884683-83885582,Shh
6198,chr13-83884683-83885582,9530036O11Rik
6199,chr13-83884683-83885582,Rnf32
6200,chr13-83884683-83885582,Lmbr1
6201,chr13-83884683-83885582,4632411P08Rik
6202,chr13-83884683-83885582,Nom1
6203,chr13-83884683-83885582,Ube3c
6204,chr13-83884683-83885582,Gm5129
6205,chr13-83884683-83885582,Dnajb6
6206,chr13-83884683-83885582,Gm42450
6207,chr13-83884683-83885582,A230098N10Rik
6208,chr13-83884683-83885582,Il6
